neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,review_year,review_month,has_reviews,host_activity_level,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,is_fake
199,40.78,-73.98249,150,30,48,0.55,1,35,2019,6,1,Low,False,True,False,False,False,False,0
27,40.70514,-73.91922,70,5,47,0.49,1,203,2019,6,1,Low,True,False,False,False,True,False,0
101,40.86713,-73.92811,90,2,120,1.27,1,132,2019,6,1,Low,False,True,False,False,True,False,0
63,40.73198,-73.98881,65,3,52,0.63,1,5,2019,1,1,Low,False,True,False,False,True,False,0
63,40.72542,-73.97986,500,2,48,0.48,4,297,2019,6,1,Medium,False,True,False,False,False,False,1
203,40.83494,-73.93869,250,3,32,0.43,2,276,2019,5,1,Medium,False,True,False,False,False,False,1
34,40.71659,-73.98945,125,25,43,0.42,1,102,2019,6,1,Low,False,True,False,False,False,False,0
206,40.72966,-74.00243,200,30,39,0.44,1,251,2019,6,1,Low,False,True,False,False,False,False,0
89,40.72898,-73.95552,229,1,50,0.5,1,188,2014,5,1,Low,True,False,False,False,False,False,1
109,40.87207,-73.90193,90,30,4,0.35,2,346,2019,1,1,Medium,False,False,False,False,False,False,0
89,40.72646,-73.95341,59,3,29,0.36,1,15,2019,6,1,Low,True,False,False,False,True,False,0
211,40.71015,-73.96101,195,4,59,0.6,1,71,2019,6,1,Low,True,False,False,False,False,False,0
211,40.71903,-73.9597,169,1,68,0.67,2,215,2019,6,1,Medium,True,False,False,False,False,False,0
60,40.80892,-73.93985,113,14,26,0.27,3,253,2015,11,1,Medium,False,True,False,False,False,False,0
92,40.80276,-73.9567,250,14,31,0.31,1,78,2012,8,1,Low,False,True,False,False,False,False,1
4,40.77635,-73.93426,115,2,198,2.01,1,257,2019,5,1,Low,False,False,True,False,False,False,0
211,40.71398,-73.95763,69,2,220,2.17,2,8,2019,6,1,Medium,True,False,False,False,True,False,0
117,40.71876,-73.98394,150,3,286,2.81,1,191,2019,6,1,Low,False,True,False,False,False,False,0
179,40.66552,-73.99019,169,2,398,3.97,3,182,2019,6,1,Medium,True,False,False,False,False,False,0
89,40.73749,-73.95292,179,3,36,0.36,28,79,2019,7,1,High,True,False,False,False,True,False,1
93,40.76248,-73.9913,150,3,36,0.36,1,49,2019,6,1,Low,False,True,False,False,True,False,0
40,40.6848,-73.96219,350,6,14,0.3,1,156,2019,4,1,Low,True,False,False,False,False,False,1
211,40.70516,-73.95455,120,14,76,0.76,6,343,2019,3,1,High,True,False,False,False,True,False,0
63,40.72329,-73.98486,71,2,182,1.81,1,200,2019,7,1,Low,False,True,False,False,True,False,0
89,40.73776,-73.95327,349,3,8,0.09,28,60,2016,3,1,High,True,False,False,False,True,False,1
89,40.73738,-73.95482,349,3,7,0.07,28,60,2019,5,1,High,True,False,False,False,True,False,1
148,40.67542,-73.98142,165,30,34,0.51,2,189,2018,9,1,Medium,True,False,False,False,False,False,0
89,40.73842,-73.95312,249,3,2,0.02,28,60,2011,5,1,High,True,False,False,False,True,False,1
24,40.69441,-73.99771,200,3,80,0.85,2,106,2019,6,1,Medium,True,False,False,False,False,False,0
63,40.72399,-73.98374,169,4,240,2.4,1,276,2019,6,1,Low,False,True,False,False,False,False,0
12,40.6824,-73.94615,185,3,46,1.07,1,248,2019,7,1,Low,True,False,False,False,False,False,0
27,40.68949,-73.91708,65,2,228,2.27,1,194,2019,6,1,Low,True,False,False,False,False,False,0
79,40.68819,-73.97258,130,35,5,0.05,1,135,2018,9,1,Low,True,False,False,False,False,False,0
211,40.7205,-73.96015,199,30,8,0.11,1,30,2018,8,1,Low,True,False,False,False,False,False,0
89,40.73813,-73.95394,179,3,13,0.14,28,81,2019,6,1,High,True,False,False,False,True,False,1
63,40.72843,-73.98895,139,1,388,3.88,1,142,2019,6,1,Low,False,True,False,False,False,False,0
195,40.71271,-73.99776,95,3,223,2.22,2,60,2019,6,1,Medium,False,True,False,False,True,False,0
50,40.66966,-73.94735,79,15,11,0.11,5,179,2019,1,1,Medium,True,False,False,False,False,False,0
117,40.71965,-73.98766,150,2,151,1.51,2,52,2019,6,1,Medium,False,True,False,False,False,False,0
40,40.68613,-73.96536,650,5,0,0.0,3,365,0,0,0,Medium,True,False,False,False,False,False,1
12,40.68048,-73.94911,90,3,218,2.26,4,324,2019,6,1,Medium,True,False,False,False,False,False,0
12,40.68314,-73.93963,120,2,75,0.76,2,237,2019,6,1,Medium,True,False,False,False,False,False,0
4,40.75961,-73.91117,80,1,42,1.21,2,365,2019,7,1,Medium,False,False,True,False,True,False,0
50,40.67473,-73.94494,100,90,0,0.0,1,365,0,0,0,Low,True,False,False,False,False,False,0
12,40.69305,-73.93185,175,2,370,3.74,1,204,2019,7,1,Low,True,False,False,False,False,False,0
50,40.67174,-73.95663,120,5,104,1.04,1,272,2019,6,1,Low,True,False,False,False,False,False,0
12,40.69465,-73.95458,200,5,4,0.07,1,9,2018,12,1,Low,True,False,False,False,False,False,0
40,40.68413,-73.96542,165,4,11,0.11,3,365,2019,6,1,Medium,True,False,False,False,True,False,0
110,40.73877,-73.97707,125,4,1,0.01,3,181,2012,1,1,Medium,False,True,False,False,False,False,0
33,40.74893,-73.99544,130,30,19,0.19,1,189,2018,6,1,Low,False,True,False,False,False,False,0
79,40.68795,-73.97332,123,30,15,0.15,1,189,2019,5,1,Low,True,False,False,False,False,False,0
203,40.85295,-73.93361,67,2,136,1.37,1,296,2019,6,1,Low,False,True,False,False,True,False,0
157,40.72413,-73.76133,50,1,43,0.45,1,88,2019,7,1,Low,False,False,True,False,True,False,0
83,40.66918,-73.99187,130,7,98,0.99,1,35,2019,6,1,Low,True,False,False,False,False,False,0
199,40.78558,-73.9696,212,21,45,0.46,1,35,2018,1,1,Low,False,True,False,False,False,False,0
211,40.71577,-73.96053,190,3,124,1.76,1,359,2019,6,1,Low,True,False,False,False,False,False,0
89,40.73861,-73.95485,599,3,9,0.09,28,60,2018,5,1,High,True,False,False,False,True,False,1
63,40.72577,-73.98745,249,5,166,1.68,2,365,2019,5,1,Medium,False,True,False,False,False,False,1
165,40.58615,-73.81245,70,27,13,0.13,1,335,2015,9,1,Low,False,False,True,False,True,False,0
50,40.67086,-73.94872,100,30,15,0.16,5,282,2019,1,1,Medium,True,False,False,False,False,False,0
92,40.82773,-73.95231,60,3,380,3.83,2,247,2019,6,1,Medium,False,True,False,False,True,False,0
12,40.68505,-73.95684,135,2,86,0.87,1,102,2019,6,1,Low,True,False,False,False,False,False,0
89,40.72911,-73.95493,175,3,248,2.53,3,274,2019,6,1,Medium,True,False,False,False,False,False,0
199,40.77944,-73.98567,120,5,49,0.56,1,201,2019,6,1,Low,False,True,False,False,False,False,0
125,40.74503,-73.98876,169,18,54,0.57,1,98,2019,7,1,Low,False,True,False,False,False,False,0
50,40.67539,-73.96093,165,7,3,0.03,1,157,2013,1,1,Low,True,False,False,False,False,False,0
198,40.78491,-73.9508,225,2,56,0.57,1,312,2018,12,1,Low,False,True,False,False,False,False,1
79,40.69088,-73.97307,95,2,163,1.66,2,331,2019,5,1,Medium,True,False,False,False,True,False,0
50,40.67555,-73.95057,55,2,247,2.51,2,275,2019,6,1,Medium,True,False,False,False,True,False,0
93,40.75835,-73.99193,85,10,116,1.17,1,174,2019,5,1,Low,False,True,False,False,True,False,0
179,40.66527,-73.9886,199,14,27,0.28,2,223,2019,5,1,Medium,True,False,False,False,False,False,0
117,40.71895,-73.99434,211,1,52,0.6,3,361,2019,6,1,Medium,False,True,False,False,False,False,0
92,40.82399,-73.95328,65,14,35,0.35,1,283,2019,6,1,Low,False,True,False,False,True,False,0
92,40.81822,-73.94095,99,1,320,3.23,1,220,2019,6,1,Low,False,True,False,False,False,False,0
4,40.76434,-73.92132,110,4,30,0.32,1,363,2019,6,1,Low,False,False,True,False,False,False,0
50,40.67705,-73.94925,80,3,225,2.27,4,315,2019,6,1,Medium,True,False,False,False,False,False,0
24,40.69263,-73.99438,150,30,95,0.96,1,281,2018,5,1,Low,True,False,False,False,False,False,0
12,40.68448,-73.92747,110,4,70,0.75,1,283,2019,6,1,Low,True,False,False,False,False,False,0
33,40.74412,-74.00208,290,2,35,0.36,1,20,2019,1,1,Low,False,True,False,False,True,False,1
211,40.70665,-73.94061,190,4,50,0.51,1,331,2019,7,1,Low,True,False,False,False,False,False,0
211,40.72063,-73.95952,200,2,29,0.31,1,36,2019,6,1,Low,True,False,False,False,False,False,0
148,40.67644,-73.98082,165,2,23,0.23,2,7,2016,5,1,Medium,True,False,False,False,False,False,0
92,40.80481,-73.94794,110,2,142,1.44,2,301,2019,6,1,Medium,False,True,False,False,False,False,0
63,40.72533,-73.99143,395,2,70,0.73,1,170,2019,7,1,Low,False,True,False,False,False,False,1
12,40.68569,-73.93038,99,2,38,0.54,2,307,2019,6,1,Medium,True,False,False,False,True,False,0
106,40.64302,-73.97255,39,1,82,0.94,2,365,2019,5,1,Medium,True,False,False,False,True,False,0
63,40.72939,-73.98857,189,2,403,4.1,3,201,2019,7,1,Medium,False,True,False,False,False,False,0
83,40.66862,-73.9926,260,30,3,0.03,1,316,2014,8,1,Low,True,False,False,False,False,False,1
92,40.81333,-73.94453,122,1,116,1.18,5,271,2019,6,1,Medium,False,True,False,False,False,False,0
89,40.72473,-73.95199,165,2,175,1.79,1,139,2019,7,1,Low,True,False,False,False,False,False,0
78,40.70925,-73.85262,97,3,28,1.21,3,209,2019,7,1,Medium,False,False,True,False,False,False,0
135,40.7463,-73.97926,130,4,105,1.07,1,193,2019,6,1,Low,False,True,False,False,True,False,0
211,40.71823,-73.95849,225,10,22,0.38,1,52,2019,5,1,Low,True,False,False,False,False,False,1
59,40.651,-73.94886,50,2,263,2.69,2,136,2019,6,1,Medium,True,False,False,False,True,False,0
79,40.68626,-73.97598,170,3,86,0.91,2,286,2019,6,1,Medium,True,False,False,False,False,False,0
148,40.67632,-73.97616,250,7,18,0.21,1,18,2019,5,1,Low,True,False,False,False,False,False,1
89,40.72212,-73.94254,141,5,8,0.21,1,9,2018,7,1,Low,True,False,False,False,False,False,0
50,40.67456,-73.95151,64,20,70,0.73,1,3,2019,1,1,Low,True,False,False,False,False,False,0
211,40.71363,-73.96019,249,3,150,1.55,1,277,2019,7,1,Low,True,False,False,False,False,False,1
63,40.72274,-73.97581,185,2,69,0.71,1,233,2019,5,1,Low,False,True,False,False,False,False,0
18,40.6858,-73.9828,120,3,232,2.41,1,221,2019,6,1,Low,True,False,False,False,False,False,0
148,40.67535,-73.97654,495,1,35,0.41,1,355,2018,1,1,Low,True,False,False,False,False,False,1
142,40.72094,-73.99706,175,3,68,0.69,1,277,2019,6,1,Low,False,True,False,False,False,False,0
92,40.80473,-73.9532,259,8,17,0.17,1,343,2019,5,1,Low,False,True,False,False,False,False,1
213,40.65749,-73.97675,250,4,52,0.72,1,188,2019,4,1,Low,True,False,False,False,False,False,1
92,40.80474,-73.94688,295,2,74,0.76,2,264,2019,6,1,Medium,False,True,False,False,False,False,1
211,40.71541,-73.94144,451,2,72,0.86,1,331,2019,5,1,Low,True,False,False,False,False,False,1
199,40.79765,-73.96245,165,2,191,2.18,1,236,2019,6,1,Low,False,True,False,False,False,False,0
215,40.89747,-73.8639,77,1,197,2.49,1,309,2019,6,1,Low,False,False,False,False,False,False,0
4,40.75725,-73.91098,129,1,414,4.34,1,245,2019,7,1,Low,False,False,True,False,False,False,0
148,40.67359,-73.97904,150,2,0,0.0,1,8,0,0,0,Low,True,False,False,False,False,False,1
63,40.72674,-73.9782,95,7,25,0.3,1,359,2019,2,1,Low,False,True,False,False,True,False,0
92,40.81156,-73.94571,55,3,119,1.22,5,333,2019,5,1,Medium,False,True,False,False,True,False,0
92,40.80497,-73.95016,300,2,203,2.14,3,258,2019,7,1,Medium,False,True,False,False,False,False,1
186,40.7385,-73.91806,42,40,53,0.55,3,236,2018,11,1,Medium,False,False,True,False,True,False,0
89,40.72937,-73.95671,125,2,104,1.09,1,22,2019,6,1,Low,True,False,False,False,False,False,0
63,40.72587,-73.98438,175,3,175,1.8,1,236,2019,6,1,Low,False,True,False,False,True,False,0
92,40.82426,-73.9463,75,3,38,0.42,3,365,2018,5,1,Medium,False,True,False,False,True,False,0
211,40.71624,-73.96272,255,45,39,0.5,1,89,2019,5,1,Low,True,False,False,False,False,False,1
12,40.68101,-73.94081,72,31,88,0.91,1,164,2019,6,1,Low,True,False,False,False,False,False,0
12,40.68669,-73.91989,165,1,27,0.28,4,311,2017,10,1,Medium,True,False,False,False,True,False,0
211,40.71534,-73.95914,165,5,117,1.28,1,23,2019,6,1,Low,True,False,False,False,False,False,0
40,40.68288,-73.96024,75,3,43,0.44,2,365,2019,5,1,Medium,True,False,False,False,True,False,0
211,40.70867,-73.94284,139,2,385,4.0,1,222,2019,6,1,Low,True,False,False,False,False,False,0
12,40.67963,-73.93908,88,1,64,0.68,3,238,2019,7,1,Medium,True,False,False,False,True,False,0
12,40.6798,-73.93908,80,1,39,0.41,3,218,2019,6,1,Medium,True,False,False,False,True,False,0
63,40.72972,-73.97995,200,2,103,1.08,1,235,2019,6,1,Low,False,True,False,False,False,False,0
186,40.74102,-73.91681,42,40,41,0.43,3,246,2019,6,1,Medium,False,False,True,False,True,False,0
92,40.83096,-73.94633,295,3,227,2.33,1,247,2019,6,1,Low,False,True,False,False,False,False,1
211,40.71323,-73.95745,450,5,37,0.79,1,15,2018,12,1,Low,True,False,False,False,False,False,1
50,40.67212,-73.9506,130,2,29,0.35,1,119,2019,6,1,Low,True,False,False,False,False,False,0
92,40.80523,-73.95139,198,5,42,0.44,2,234,2019,6,1,Medium,False,True,False,False,False,False,0
63,40.72636,-73.98917,99,2,280,2.92,3,257,2019,7,1,Medium,False,True,False,False,False,False,0
89,40.72185,-73.93956,46,4,86,0.89,3,350,2019,6,1,Medium,True,False,False,False,True,False,0
175,40.72351,-73.99683,140,2,54,0.56,1,221,2019,6,1,Low,False,True,False,False,True,False,0
128,40.80525,-73.95916,75,5,57,0.59,2,201,2019,1,1,Medium,False,True,False,False,True,False,0
186,40.74,-73.91901,33,44,31,0.32,3,161,2019,5,1,Medium,False,False,True,False,True,False,0
199,40.80006,-73.96049,250,31,188,1.94,1,259,2018,8,1,Low,False,True,False,False,False,False,1
203,40.84468,-73.94303,75,2,34,0.35,1,222,2019,6,1,Low,False,True,False,False,True,False,0
33,40.74342,-73.99483,205,9,3,0.04,2,76,2018,5,1,Medium,False,True,False,False,False,False,0
148,40.6788,-73.97643,60,1,20,0.21,6,258,2018,8,1,High,True,False,False,False,True,False,0
199,40.77886,-73.98042,185,2,129,1.33,1,14,2019,6,1,Low,False,True,False,False,False,False,0
63,40.72578,-73.97879,190,3,147,1.6,1,27,2019,6,1,Low,False,True,False,False,False,False,0
179,40.66085,-73.98537,105,28,101,1.06,1,167,2019,7,1,Low,True,False,False,False,False,False,0
60,40.80113,-73.94503,250,2,11,0.12,2,68,2016,1,1,Medium,False,True,False,False,False,False,1
199,40.78569,-73.97581,175,65,11,0.12,1,358,2013,10,1,Low,False,True,False,False,False,False,0
92,40.82411,-73.94934,65,2,41,0.43,2,59,2019,6,1,Medium,False,True,False,False,True,False,0
197,40.85811,-73.90675,37,4,117,1.21,1,232,2019,5,1,Low,False,False,False,False,True,False,0
211,40.70667,-73.96524,85,2,86,0.89,2,15,2019,5,1,Medium,True,False,False,False,False,False,0
79,40.68768,-73.97611,85,2,35,0.55,2,161,2019,7,1,Medium,True,False,False,False,True,False,0
92,40.80224,-73.94558,170,2,17,0.18,2,88,2015,10,1,Medium,False,True,False,False,True,False,0
117,40.71473,-73.98842,115,3,3,0.04,2,337,2016,2,1,Medium,False,True,False,False,True,False,0
92,40.80518,-73.95359,89,5,43,0.47,2,247,2018,1,1,Medium,False,True,False,False,True,False,0
92,40.80827,-73.95329,49,3,168,4.6,1,248,2019,7,1,Low,False,True,False,False,False,True,0
89,40.72901,-73.95812,91,3,241,2.49,1,287,2019,6,1,Low,True,False,False,False,True,False,0
84,40.73476,-73.98452,400,2,105,1.13,1,304,2019,6,1,Low,False,True,False,False,False,False,1
50,40.67505,-73.95969,97,3,31,0.32,1,193,2018,10,1,Low,True,False,False,False,False,False,0
63,40.72974,-73.98201,100,4,49,0.51,2,43,2019,5,1,Medium,False,True,False,False,True,False,0
211,40.70925,-73.95425,179,4,23,0.24,1,25,2019,4,1,Low,True,False,False,False,False,False,0
89,40.72315,-73.95226,500,2,20,0.21,2,127,2019,6,1,Medium,True,False,False,False,False,False,1
110,40.74112,-73.97686,189,6,90,0.95,1,303,2019,6,1,Low,False,True,False,False,False,False,0
117,40.72019,-73.98217,120,2,99,1.04,1,345,2019,6,1,Low,False,True,False,False,True,False,0
142,40.72133,-73.99666,300,1,6,0.06,3,115,2019,6,1,Medium,False,True,False,False,False,False,1
4,40.75744,-73.92163,107,30,21,0.22,8,200,2018,12,1,High,False,False,True,False,False,False,0
4,40.75695,-73.9202,95,30,24,0.26,8,271,2019,4,1,High,False,False,True,False,False,False,0
92,40.8296,-73.94651,199,2,111,1.17,1,12,2019,6,1,Low,False,True,False,False,False,False,0
60,40.79056,-73.9468,120,2,86,0.91,1,268,2019,6,1,Low,False,True,False,False,False,False,0
206,40.73631,-73.99977,199,15,66,0.69,2,89,2019,4,1,Medium,False,True,False,False,False,False,0
0,40.86466,-73.85709,125,2,271,2.84,2,347,2019,6,1,Medium,False,False,False,False,False,False,0
211,40.71312,-73.96199,70,2,227,2.4,1,37,2019,6,1,Low,True,False,False,False,True,False,0
206,40.73712,-74.00166,100,30,5,0.07,1,359,2018,12,1,Low,False,True,False,False,True,False,0
12,40.69242,-73.95097,99,2,187,1.97,2,287,2019,6,1,Medium,True,False,False,False,False,False,0
211,40.7158,-73.95803,350,6,1,0.02,1,233,2016,1,1,Low,True,False,False,False,False,False,1
155,40.68262,-73.97299,170,3,67,0.7,1,129,2018,10,1,Low,True,False,False,False,False,False,0
93,40.76311,-73.99388,99,1,89,1.0,1,353,2019,7,1,Low,False,True,False,False,True,False,0
33,40.74695,-74.00454,255,4,1,0.02,1,365,2014,4,1,Low,False,True,False,False,True,False,1
62,40.67497,-73.87305,169,3,177,1.86,1,297,2019,6,1,Low,True,False,False,False,False,False,0
50,40.66788,-73.94813,99,4,90,0.94,1,56,2019,6,1,Low,True,False,False,False,False,False,0
198,40.76684,-73.95944,169,7,39,0.41,1,44,2019,7,1,Low,False,True,False,False,False,False,0
12,40.68967,-73.95445,160,3,42,0.44,1,355,2019,5,1,Low,True,False,False,False,False,False,0
155,40.67946,-73.96501,215,3,33,0.35,1,156,2019,5,1,Low,True,False,False,False,False,False,0
148,40.66944,-73.98083,130,3,179,2.02,1,273,2019,5,1,Low,True,False,False,False,False,False,0
63,40.72566,-73.97748,110,3,81,0.85,2,274,2019,3,1,Medium,False,True,False,False,True,False,0
93,40.7709,-73.99181,150,28,43,0.45,2,258,2019,6,1,Medium,False,True,False,False,True,False,0
211,40.71943,-73.95958,65,30,52,0.54,1,276,2018,10,1,Low,True,False,False,False,True,False,0
186,40.74249,-73.92466,75,2,160,1.68,1,65,2019,6,1,Low,False,False,True,False,True,False,0
199,40.7969,-73.96128,89,6,35,0.37,1,180,2017,6,1,Low,False,True,False,False,True,False,0
203,40.83403,-73.94553,50,1,225,2.35,1,343,2019,6,1,Low,False,True,False,False,True,False,0
156,40.65513,-73.95641,43,1,401,6.62,2,43,2019,7,1,Medium,True,False,False,False,True,False,0
156,40.65589,-73.95539,42,1,72,0.84,2,96,2019,6,1,Medium,True,False,False,False,True,False,0
211,40.70275,-73.94501,85,1,46,0.97,1,59,2018,12,1,Low,True,False,False,False,True,False,0
12,40.68897,-73.93569,139,3,83,1.19,1,255,2019,6,1,Low,True,False,False,False,False,False,0
148,40.67617,-73.98136,105,1,211,2.21,2,252,2019,6,1,Medium,True,False,False,False,True,False,0
93,40.76415,-73.99067,149,1,122,1.29,1,20,2019,6,1,Low,False,True,False,False,False,False,0
92,40.83127,-73.94718,68,2,295,3.9,2,188,2019,6,1,Medium,False,True,False,False,True,False,0
12,40.68497,-73.95592,99,3,207,2.18,1,304,2019,7,1,Low,True,False,False,False,False,False,0
92,40.82922,-73.94174,75,3,50,0.65,2,38,2019,3,1,Medium,False,True,False,False,True,False,0
211,40.71137,-73.94362,100,2,273,2.85,1,254,2019,6,1,Low,True,False,False,False,True,False,0
63,40.73089,-73.98195,160,30,25,0.26,1,46,2018,4,1,Low,False,True,False,False,False,False,0
148,40.6755,-73.97859,190,4,105,1.62,1,328,2019,5,1,Low,True,False,False,False,False,False,0
40,40.68634,-73.96161,248,2,58,0.61,6,199,2019,6,1,High,True,False,False,False,False,False,1
211,40.7093,-73.9497,100,6,8,0.09,1,249,2015,9,1,Low,True,False,False,False,True,False,0
34,40.713,-73.99752,95,3,172,1.84,2,64,2019,7,1,Medium,False,True,False,False,True,False,0
188,40.75895,-73.9883,150,1,330,7.14,1,111,2019,6,1,Low,False,True,False,False,True,False,0
12,40.68186,-73.94113,145,3,123,1.29,1,287,2019,6,1,Low,True,False,False,False,False,False,0
27,40.68364,-73.91076,41,2,55,0.59,1,286,2019,4,1,Low,True,False,False,False,True,False,0
211,40.71893,-73.9428,120,4,87,0.99,1,263,2019,7,1,Low,True,False,False,False,False,False,0
47,40.82802,-73.92039,50,3,258,2.7,2,276,2019,6,1,Medium,False,False,False,False,True,False,0
211,40.71413,-73.96596,195,14,31,0.33,1,263,2019,5,1,Low,True,False,False,False,False,False,0
172,40.58422,-73.94079,70,4,128,1.34,2,90,2016,11,1,Medium,True,False,False,False,False,False,0
12,40.69025,-73.93323,145,3,30,0.32,3,11,2019,6,1,Medium,True,False,False,False,False,False,0
186,40.73826,-73.92458,50,28,258,2.9,1,287,2019,5,1,Low,False,False,True,False,True,False,0
89,40.73049,-73.96115,185,3,228,2.39,3,1,2018,4,1,Medium,True,False,False,False,False,False,0
206,40.73854,-74.00821,80,90,9,0.2,1,338,2019,6,1,Low,False,True,False,False,True,False,0
188,40.75877,-73.98863,230,2,179,1.88,1,44,2019,6,1,Low,False,True,False,False,False,False,1
27,40.70051,-73.92204,40,1,1,0.37,1,5,2019,4,1,Low,True,False,False,False,True,False,0
